Accesion No.,Book Title,Author,Rack No.,Classification,Condition,Copy,Source,Corrections
86351,Mahabharatam Part I,,R-7-B,D2,G,OC,MAIN,
86352,Sriman Mahabharatm Part II,,R-7-B,D2,G,OC,MAIN,
86353,Sriman Mahabharatm Part III,,R-7-B,D2,G,OC,MAIN,
86354,Sriman Mahabharatm Part IV,,R-7-B,D2,G,OC,MAIN,
86355,Sriman Mahabharatm Part V,,R-7-B,D2,G,OC,MAIN,
86356,Sriman Mahabharatm Part VI,,R-0-Z,D2,NA,OC,MAIN,
86357,Sriman Mahabharatm Part  VII,,R-0-Z,D2,NA,OC,MAIN,
86358,Atharvaveda Samhita Vol-I,Shankar Pandurang,R-7-D,A4,G,OC,MAIN,
86359,Atharvaveda Samhita Vol-II,Shankar Pandurang,R-7-B,A4,G,OC,MAIN,
86360,Atharvaveda Samhita Vol-III,Shankar Pandurang,R-7-D,A4,G,OC,MAIN,
86361,Atharvaveda Samhita Vol-IV,Shankar Pandurang,R-7-D,A4,G,OC,MAIN,
86362,Viramitrodaya Vol-I & II,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86363,Viramitrodaya Vol-III,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86364,Viramitrodaya Vol-IV,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86365,Viramitrodaya Vol-V,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86366,Viramitrodaya Vol-VI,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86367,Viramitrodaya Vol-VII,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86368,Viramitrodaya Vol-VIII,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86369,Viramitrodaya Vol-IX,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86370,Viramitrodaya Vol-X,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86371,Viramitrodaya Vol-XI,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86372,Viramitrodaya Vol-XII,Mitra Mishra,R-12-E,A5,G,OC,MAIN,
86373,Caturvarga Cintamani Vol-1 Danakahanda,Bharatacandra Siromani,R-12-F,A5,G,OC,MAIN,
86374,Caturvarga Cintamani Vol-II PART-I Vratakha,Bharatacandra Siromani,R-12-F,A5,G,OC,MAIN,
86375,Caturvarga Cintamani Vol-II PART-II Vratakha,Bharatacandra Siromani,R-12-F,A5,G,OC,MAIN,
86376,Caturvarga Cintamani Vol-IIIPART-II Kalaninaya,Yajnasrara Smrtirnana &kamakhyanatha Tarkavagisa,R-7-D,A5,G,OC,MAIN,
86377,Caturvarga Cintamani Vol-II PART-I Sraddhakalpa,Yajnasrara Smrtirnana &kamakhyanatha Tarkavagisa,R-7-D,A5,G,OC,MAIN,
86378,Caturvarga Cintamani Vol-Iv Prayascittakhani,Yajnasrara Smrtirnana &kamakhyanatha Tarkavagisa,R-7-D,A5,G,OC,MAIN,
86379,Kavyamala Part-I,Durga Prasada & Kainath Pandurang Parale,R-12-F,R,G,OC,MAIN,
86380,Kavyamala Part-II,Durga Prasada & Kainath Pandurang Parale,R-12-F,R,G,OC,MAIN,
86381,Kavyamala Part-III,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86382,Kavyamala Part-IV,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86383,Kavyamala Part-V,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86384,Kavyamala Part-VI,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86385,Kavyamala Part-VII,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86386,Kavyamala Part-VIII,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86387,Kavyamala Part-IX,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86388,Kavyamala Part-X,Durga Prasada & Kainath Pandurang Parale,R-3-B,R,G,OC,MAIN,
86389,Kavyamala Part-XI,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86390,Kavyamala Part-XII,Durga Prasada & Kainath Pandurang Parale,R-7-D,R,G,OC,MAIN,
86391,Kavyamala  XIII,Kedarnath Durga Prasad,R-3-B,R,G,OC,MAIN,
86392,Kavyamala  XIV,Kedarnath Durga Prasad,R-3-B,R,G,OC,MAIN,
86393,Kavyamala   Part I,Kedarnath Durga Prasad,R-3-B,R,G,OC,MAIN,
86394,Kavyamala   Part II,Kedarnath Durga Prasad,R-3-B,R,G,OC,MAIN,
86395,Kavyamala   Part III,Kedarnath Durga Prasad,R-3-B,R,G,OC,MAIN,
86396,Kavyamala   Part IV,Kedarnath Durga Prasad,R-7-D,R,G,OC,MAIN,
86397,Kavyamala   Part V,Kedarnath Durga Prasad,R-7-D,R,G,OC,MAIN,
86398,Kavyamala   Part VI,Kedarnath Durga Prasad,R-3-B,R,G,OC,MAIN,
86399,Kavyamala   Part VII,Kedarnath Durga Prasad,R-0-Z,R,NA,OC,MAIN,
86400,Kavyamala   Part VIII,Kedarnath Durga Prasad,R-3-B,R,G,OC,MAIN,
86401,Kavyamala   Part IX,Shiva Datta & Vasudeva Laxman,R-7-D,R,G,OC,MAIN,
86402,Kavyamala   Part X,Kedarnath& Vasudeva Laxman,R-7-D,R,G,OC,MAIN,
86403,Kavyamala   Part XI,Sivadutta & Karinath Pandurang,R-7-D,R,G,OC,MAIN,
86404,Kavyamala   Part XII,Sivadutta & Karinath Pandurang,R-7-D,R,G,OC,MAIN,
86405,Kavyamala   Part XIII,Sivadutta & Karinath Pandurang,R-7-D,R,G,OC,MAIN,
86406,Kavyamala   Part XIV,Sivadutta & Karinath Pandurang,R-7-D,R,G,OC,MAIN,
86407,Tanraloka of Abhinava Gupta Vol-I,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86408,Tanraloka of Abhinava Gupta Vol-II,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86409,Tanraloka of Abhinava Gupta Vol-III,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86410,Tanraloka of Abhinava Gupta Vol-IV,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86411,Tanraloka of Abhinava Gupta Vol-V,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86412,Tanraloka of Abhinava Gupta Vol-XI,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86413,Tanraloka of Abhinava Gupta Vol-VII,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86414,Tanraloka of Abhinava Gupta Vol-VIII,"Dwivedi(Rc)And Navjivan Rastogi,Ed",R-7-D,C8,G,OC,MAIN,
86415,Agnimahapuranm,,R-7-B,E,G,OC,MAIN,
86416,Brahmamahapuranam,,R-7-B,E,G,OC,MAIN,
86417,Garida Mahapuranam,,R-7-B,E,G,OC,MAIN,
86418,Matsya Mahapuranam,Pushpendra,R-7-B,E,G,OC,MAIN,
86419,Sivamahapuranam Part I,,R-7-B,E,G,OC,MAIN,
86420,Sivamahapuranam Part II,,R-7-B,E,G,OC,MAIN,
86421,Harivamshapuranam Part I,,R-7-B,E,G,OC,MAIN,
86422,Harivamshapuranam Part II,,R-7-B,E,G,OC,MAIN,
86423,Padmamahapuranam Part I,,R-7-B,E,G,OC,MAIN,
86424,Padmamahapuranam Part II,,R-7-B,E,G,OC,MAIN,
86425,Padmamahapuranam Part III,,R-7-B,E,G,OC,MAIN,
86426,Padmamahapuranam Part IV,,R-7-B,E,G,OC,MAIN,
86427,Skanda Mahapuranam Part I,,R-7-B,E,G,OC,MAIN,
86428,Skanda Mahapuranam Part II,,R-7-B,E,G,OC,MAIN,
86429,Skanda Mahapuranam Part III,,R-7-B,E,G,OC,MAIN,
86430,Skanda Mahapuranam Part IV,,R-7-B,E,G,OC,MAIN,
86431,Skanda Mahapuranam Part V,,R-7-B,E,G,OC,MAIN,
86432,Skanda Mahapuranam Part VI,,R-7-B,E,G,OC,MAIN,
86433,Skanda Mahapuranam Part VII,,R-7-B,E,G,OC,MAIN,
86434,The Bhavisya Maha Puranam Part I,,R-7-B,E,G,OC,MAIN,
86435,The Bhavisya Maha Puranam Part II,,R-7-B,E,G,OC,MAIN,
86436,The Bhavisya Maha Puranam Part III,,R-7-B,E,G,OC,MAIN,
86437,The Vishnudharmotara Puranam Part I,,R-7-B,E,G,OC,MAIN,
86438,The Vishnudharmotara Puranam Part II,,R-7-B,E,G,OC,MAIN,
86439,The Bhagatamahapuranam Part I,,R-7-B,E,G,OC,MAIN,
86440,The Bhagatamahapuranam Part II,,R-7-B,E,G,OC,MAIN,
86441,The Bhagatamahapuranam Part III,,R-7-B,E,G,OC,MAIN,
86442,The Bhagatamahapuranam Part IV,,R-7-B,E,G,OC,MAIN,
86443,Brahmavaivasata Purana Part I,Vyasu(Krsnadvaipayana),R-7-B,E,G,OC,MAIN,
86444,Brahmavaivasata Purana Part II,Vyasu(Krsnadvaipayana),R-0-Z,E,NA,OC,MAIN,
86445,The Varaha Mahapurana,Sarma (K.V)Ed,R-7-B,E,G,OC,MAIN,
86446,Bhagvata With Sritavi,,R-7-B,E,G,OC,MAIN,
86447,Dattapuranam,Vashudevcennda Sarasvati,R-12-E,E,G,OC,MAIN,
86448,Mrcchakatikam,Sudraka,R-7-A,I,G,OC,MAIN,
86449,Mrcchakatikam,Sudraka,R-0-Z,I,NA,OC,MAIN,
86450,Mrcchakatikam,Sudraka,R-7-A,I,G,OC,MAIN,
86451,Mrcchakatikam of Sri Sudraka,Sudraka,R-12-D,I,G,OC,MAIN,
86452,Srimadbhagvat With Srihari,,R-7-B,E,G,OC,MAIN,
86453,Champu Ramayana,Vasudev Laxman Sastri,R-7-B,H,G,OC,MAIN,
86454,Champu Ramayana,Vasudev Laxman Sastri,R-7-E,H,G,OC,MAIN,
86455,Brahmasiddhi,Mandana Misra,R-7-A,C6,G,OC,MAIN,
86456,Satakatrayam,Sivaji Upadhyaya,R-5-B,F2,G,OC,MAIN,
86457,Pancamrtam,Mandana Misra Ed,R-12-B,P,G,OC,MAIN,
86458,The Indian Calendar,Sewell (Robert)&balakrishna Dikshita(Sankasu),R-6-A,M,G,OC,MAIN,
86459,Chandra Lok,,R-12-F,J,G,OC,MAIN,
86587,The Wonder That Was India,Basham A L,R-3-F,M,G,OC,MAIN,
86588,The Wonder That Was India,Basham A L,R-5-A,M,G,OC,MAIN,
86589,Kadambari,Bana Bhatta,R-9-D,G,G,OC,MAIN,
86590,Kadambari,Bana Bhatta,R-7-E,G,D,OC,MAIN,
86591,Kadambari,Bana Bhatta,R-9-D,G,G,OC,MAIN,
86592,Kadambari,Bana Bhatta,R-9-D,G,G,OC,MAIN,
86593,Kadambari,Bana Bhatta,R-9-D,G,G,OC,MAIN,
86594,Kadambari,Bana Bhatta,R-5-E,G,G,OC,MAIN,
86595,Kadambari,Bana Bhatta,R-9-D,G,G,OC,MAIN,
86596,The Wonder That Was India,Basham A L,R-5-A,M,G,OC,MAIN,
86755,Sanskrit Drama- Its Aesthetics And Production,Raghavan V,R-5-C,I1,G,OC,MAIN,
86756,Sanskrit Drama- Its Aesthetics And Production,Raghavan V,R-5-E,I1,G,OC,MAIN,
86757,Sanskrit Drama- Its Aesthetics And Production,Raghavan V,R-3-F,I1,G,OC,MAIN,
86758,Sanskrit Drama- Its Aesthetics And Production,Raghavan V,R-3-F,I1,G,OC,MAIN,
86818,Artha Sastram Ennum Chanakyarin Needhi Nool Moolamum Urayum (Muluvadhum),Ananda Nachiyaramma,R-0-Z,C8,NA,OC,MAIN,
86819,Artha Sastram Ennum Chanakyarin Needhi Nool Moolamum Urayum (Muluvadhum),Ananda Nachiyaramma,R-5-E,C8,G,OC,MAIN,
86820,Artha Sastram Ennum Chanakyarin Needhi Nool Moolamum Urayum (Muluvadhum),Ananda Nachiyaramma,R-3-F,C8,G,OC,MAIN,
86821,Agamasastra of Gaudapada,Bhattacharya V,R-4-D,C8,G,OC,MAIN,
86822,Rveda Bhasya Bhumika of Sankaracharya,Chaturvadi S,R-1-D,A1,G,OC,MAIN,
86823,Rveda Bhasya Bhumika of Sankaracharya,Chaturvadi S,R-1-D,A1,G,OC,MAIN,
86824,Rveda Bhasya Bhumika of Sankaracharya,Chaturvadi S,R-0-Z,A1,NA,OC,MAIN,
86825,Rveda Bhasya Bhumika of Sankaracharya,Chaturvadi S,R-1-D,A1,G,OC,MAIN,
86826,Rveda Bhasya Bhumika of Sankaracharya,Chaturvadi S,R-1-D,A1,G,OC,MAIN,
86827,The Fundamentals of Manuscriptology,Visalakshi P,R-3-F,R,G,OC,MAIN,
86828,The Fundamentals of Manuscriptology,Visalakshi P,R-10-D,R,G,OC,MAIN,
86829,The Fundamentals of Manuscriptology,Visalakshi P,R-0-Z,R,NA,OC,MAIN,
86830,The Fundamentals of Manuscriptology,Visalakshi P,R-3-C,R,NA,OC,MAIN,
86831,The Fundamentals of Manuscriptology,Visalakshi P,R-3-C,R,G,OC,MAIN,
86832,The Fundamentals of Manuscriptology,Visalakshi P,R-4-F,R,G,OC,MAIN,
86833,The Fundamentals of Manuscriptology,Visalakshi P,R-10-D,R,G,OC,MAIN,
86834,The Fundamentals of Manuscriptology,Visalakshi P,R-3-C,R,NA,OC,MAIN,
87221,Mimamsa Kosah Part I,Kevalananda Saraswati Ed,R-7-D,C5,G,OC,MAIN,
87222,Mimamsa Kosah Part II,Kevalananda Saraswati Ed,R-7-D,C5,G,OC,MAIN,
87223,Mimamsa Kosah Part III,Kevalananda Saraswati Ed,R-7-D,C5,G,OC,MAIN,
87224,Mimamsa Kosah Part IV,Kevalananda Saraswati Ed,R-7-D,C5,G,OC,MAIN,
87225,Mimamsa Kosah Part V,Kevalananda Saraswati Ed,R-7-D,C5,G,OC,MAIN,
87226,Mimamsa Kosah Part VI,Kevalananda Saraswati Ed,R-7-D,C5,G,OC,MAIN,
87227,Mimamsa Kosah Part VII,Kevalananda Saraswati Ed,R-7-D,C5,G,OC,MAIN,
87281,Kavyalankara Sutravriti,Vamana,R-5-B,J,G,OC,MAIN,
87282,Dasarupakam,Dhananjaya,R-0-Z,I1,NA,OC,MAIN,
87283,Kavyalankara Sutravriti,Vamana,R-5-B,J,G,OC,MAIN,
87284,The Fundamentals of Manuscriptology,Visalakshi P,R-0-Z,R,NA,OC,MAIN,
87285,Kuvalayananda,Appayya Diksita,R-13-E,J,G,OC,MAIN,
87286,Kuvalayananda,Appayya Diksita,R-13-E,J,G,OC,MAIN,
87287,Kuvalayananda,Appayya Diksita,R-13-E,J,G,OC,MAIN,
87288,Chandrapida Charita,Ramachandra Iyyer T K,R-3-B,O,G,OC,MAIN,
87289,Chandrapida Charita,Ramachandra Iyyer T K,R-3-B,O,G,OC,MAIN,
87290,Chandrapida Charita,Ramachandra Iyyer T K,R-9-E,O,G,OC,MAIN,
87291,Pratijna Yaugandharayanam,Bhasa,R-5-B,I,G,OC,MAIN,
87292,Pratijna Yaugandharayanam,Bhasa,R-5-B,I,G,OC,MAIN,
87293,Pratijna Yaugandharayanam,Bhasa,R-5-A,I,G,OC,MAIN,
87294,Pratijna Yaugandharayanam,Bhasa,R-5-B,I,G,OC,MAIN,
87324,Popular Classical Dances of India,Vidya Bhavani Suresh,R-7-C,I1,G,OC,MAIN,
87325,A Comprehensive Diction of Carnatic Music,Skanda Publication,R-7-C,I1,G,OC,MAIN,
87445,Astangahrdayam Part I,Vagbhata,R-12-D,C8,G,OC,MAIN,
87446,Astangahrdayam Part II,Vagbhata,R-10-D,C8,G,OC,MAIN,
87447,Astangahrdayam Part III,Vagbhata,R-10-D,C8,G,OC,MAIN,
87448,Astangahrdayam Part IV,Vagbhata,R-10-D,C8,G,OC,MAIN,
87449,Astangahrdayam Part V,Vagbhata,R-10-D,C8,G,OC,MAIN,
87450,Astangahrdayam Part VI,Vagbhata,R-10-D,C8,G,OC,MAIN,
87864,Sanskrit English Dictionary,Williams Monier M,R-3-A,R,G,OC,MAIN,
87865,The Students English Sanskrit Dictionary,Shivaram Apte (Vaman),R-6-D,R,G,OC,MAIN,
87866,English Sanskrit Dictionary,Williams Monier M,R-3-A,R,G,OC,MAIN,
87867,The Practical Sanskrit - English Dictionary,Shivaram Apte (Vaman),R-6-C,R,G,OC,MAIN,
87868,Puranic Ensyclopedia,Mani Vettam,R-3-A,R,G,OC,MAIN,
87869,Paia Sadda Mahannavo,Das T Sheth Hargovind,R-3-A,M,G,OC,MAIN,
87870,The Nyaya - Sutras of Gautama Volume I,Tha (Ganganatha),R-6-E,C2,G,OC,MAIN,
87871,The Nyaya - Sutras of Gautama Volume II,Tha (Ganganatha),R-6-E,C2,G,OC,MAIN,
87872,The Nyaya - Sutras of Gautama Volume III,Tha (Ganganatha),R-6-E,C2,G,OC,MAIN,
87873,The Nyaya - Sutras of Gautama Volume IV,The (Ganganatha),R-6-E,C2,G,OC,MAIN,
87874,The Baudhayana Strauta Sutra Volume I,Kashikas (CG),R-6-C,A5,G,OC,MAIN,
87875,The Baudhayana Strauta Sutra Volume II,Kashikas (CG),R-6-C,A5,G,OC,MAIN,
87876,The Baudhayana Strauta Sutra Volume III,Kashikas (CG),R-6-C,A5,G,OC,MAIN,
87877,The Baudhayana Strauta Sutra Voluem IV,Kashikas (CG),R-6-C,A5,G,OC,MAIN,
87878,Prabodhacandrodaya of Krsna Mishra,Nambiar (Sitak),R-6-E,I,G,OC,MAIN,
87879,Laghu Siddhanta Kaumudi,Varadaraja,R-5-B,B6,G,OC,MAIN,
87880,Laghusiddhanta Kaumudi,Ghanashyam Dora,R-6-C,B6,G,OC,MAIN,
87881,Laghusiddhanta Kaumudi,Ghanashyam Dora,R-6-C,B6,G,OC,MAIN,
87882,Types of Dramatic Representation In Sanskrit,Kamlesh Birmani,R-6-E,I1,G,OC,MAIN,
87883,Vedas: The Source of Ultimate Science,Verma (Shri Ram),R-6-E,A6,G,OC,MAIN,
87884,Chanakya Neeti,Chaturvedi (B K),R-6-E,C8,G,OC,MAIN,
87885,History of Sanskrit Poetics,Sushil Kumar De,R-6-D,J,G,OC,MAIN,
87886,The Natyasastra: English Translation With Critical,Adya Rangacharya,R-6-E,I1,G,OC,MAIN,
87887,Prataparudriya,Madhusudan Sastri,R-7-C,J,G,OC,MAIN,
87888,Natyasastra Volume I,Manomohan Ghosh,R-6-C,I1,G,OC,MAIN,
87889,Natyasastra Volume II,Manomohan Ghosh,R-6-C,I1,G,OC,MAIN,
87890,Niruktam of Yaska Muni,Mukundtha Bakshi,R-6-C,B5,G,OC,MAIN,
87891,Niruktam of Yaska Muni,Mukundtha Bakshi,R-6-C,B5,G,OC,MAIN,
87892,Abhinavagupta's Commentary On The Bhagavad Gita,Boris Marjanovic,R-6-E,C6,G,OC,MAIN,
87893,An Annotated Bibiliography of The Alamkara Sastra,Cahill (Timothy C),R-6-E,R,G,OC,MAIN,
87894,Mammata Kasya Prakasha,Ganganatha Sha,R-6-E,J,G,OC,MAIN,
87895,Yatindramata Dipika,Dvivedi (Shri Prasad),R-6-E,C6,G,OC,MAIN,
87897,Word-Formation In Sanskrit,Ramyarajan,R-3-F,L,G,OC,MAIN,
87898,Dimensions of Panini Grammar,Kapoor (Kapil),R-3-F,B6,G,OC,MAIN,
87899,Vaiyakarana Bhusana of Kondabhatta Vol I,V N Jha,R-6-E,B6,G,OC,MAIN,
87900,Vaiyakarana Bhusana of Kondabhatta Vol II,V N Jha,R-6-E,B6,G,OC,MAIN,
87901,Modern Introduction To Indian Aesthetic Theory,Barlingay (S S),R-6-E,J,G,OC,MAIN,
87902,An Advita Vedanta Perspective On Language,Grimes (Jhon),R-6-E,C6,G,OC,MAIN,
87903,Outlines of Sanskrit Poetics,Vijayavardhana (G),R-7-C,J,G,OC,MAIN,
87904,Kuvalayananda Chitra Mimamsa And Vrithivartikam,Sitaramanjaneyalu (Khamphampabi),R-7-C,J,G,OC,MAIN,
87905,Kuvalayananda Chitra Mimamsa And Vrithivartikam,Sitaramanjaneyalu (Khamphampabi),R-7-C,J,G,OC,MAIN,
87906,Contribution of Sanskrit Inscriptions To Lexicography,Tewari (S P),R-7-C,R,G,OC,MAIN,
87907,Sarvadarsana - Samgraha of Madhvacarya,Cowell (E B) And Gough (A E),R-7-C,C6,G,OC,MAIN,
87908,Sad - Darsana Samuccaya,Haribhadra,R-7-C,C7,G,OC,MAIN,
87909,Sad - Darsana Samuccaya,Haribhadra,R-7-C,C7,G,OC,MAIN,
87910,Sad - Darsana Samuccaya,Haribhadra,R-7-C,C7,G,OC,MAIN,
87911,Sad - Darsana Samuccaya,Haribhadra,R-7-C,C7,G,OC,MAIN,
87912,Dasarupaka of Dhanajaya,Dhanika,R-7-C,I1,G,OC,MAIN,
87913,Dasarupaka of Dhanajaya,Bholashankar Vyas,R-7-C,I1,G,OC,MAIN,
87914,Dasarupaka of Dhanajaya,Bholashankar Vyas,R-7-C,I1,G,OC,MAIN,
87915,Manameyodaya,Narayana,R-0-Z,C5,NA,OC,MAIN,
87916,Chandrapeeda Charitam,Anantacharya (V),R-0-Z,O,NA,OC,MAIN,
87917,Chandrapeeda Charitam,Anantacharya (V),R-0-Z,O,NA,OC,MAIN,
87918,Chandrapeeda Charitam,Anantacharya (V),R-0-Z,O,NA,OC,MAIN,
87919,A Short History of Sanskrit Literature,Ramachadra Iyer,R-0-Z,K,NA,OC,MAIN,
87920,A Short History of Sanskrit Literature,Ramachadra Iyer,R-3-C,K,NA,OC,MAIN,
87921,A Short History of Sanskrit Literature,Ramachandra Iyer T K,R-7-E,K,G,OC,MAIN16,
87922,A Short History of Sanskrit Literature,Ramachandra Iyer T K,R-0-Z,K,G,OC,MAIN16,
87923,A Short History of Sanskrit Literature,Ramachandra Iyer T K,R-7-E,K,G,OC,MAIN16,
87924,A Short History of Sanskrit Literature,Ramachandra Iyer T K,R-7-E,K,G,OC,MAIN16,
87925,Patanjali Yoga Sutras,Swami Prabhavananda,R-0-Z,C4,G,OC,MAIN16,
87926,Patanjali Yoga Sutras,Swami Prabhavananda,R-0-Z,C4,G,OC,MAIN16,
87927,Patanjali Yoga Sutras,Swami Prabhavananda,R-7-E,C4,G,OC,MAIN16,
87928,Patanjali Yoga Sutras,Swami Prabhavananda,R-0-Z,C4,G,OC,MAIN16,
87929,Samkhya Karika,"Isvara Krishna, Swami Virupakshananda",R-7-E,C3,G,OC,MAIN16,
87930,Samkhya Karika,"Isvara Krishna, Swami Virupakshananda",R-0-Z,C3,G,OC,MAIN16,
87931,Samkhya Karika,"Isvara Krishna, Swami Virupakshananda",R-7-E,C3,G,OC,MAIN16,
87932,Samkhya Karika,"Isvara Krishna, Swami Virupakshananda",R-7-E,C3,G,OC,MAIN16,
87933,Yogasutra Bhashya Vivaranam of Sankara Vol I (Samadhipada and Sadhanapada),Rukmani T S,R-0-Z,C4,G,OC,MAIN16,
87934,Yogasutra Bhashya Vivaranam of Sankara Vol I (Samadhipada and Sadhanapada),Rukmani T S,R-0-Z,C4,G,OC,MAIN16,
87935,The Bhatta Dipika Vol I,Ed. Anantakrishna Sastri,R-1-E,C5,G,OC,MAIN,
87936,The Bhatta Dipika Vol II,Ed. Subramania Sastri,R-3-F,C5,G,OC,MAIN,
87937,The Bhatta Dipika Vol III,Ed. Subramania Sastri,R-5-A,C5,G,OC,MAIN,
87938,The Bhatta Dipika Vol IV,,R-0-Z,C5,NA,OC,MAIN,
87939,The Bhatta Dipika Vol V,Subrahmanya Sastri (S),R-0-Z,C5,NA,OC,MAIN,
87940,The Bhatta Dipika Vol VI,Subrahmanya Sastri (S),R-5-E,C5,G,OC,MAIN,
88216,Longman Dictionary of Contemporary English (With One CD Rom),,R-5-D,R,G,OC,MAIN,
88217,Cambridge Idioms Dictionary,,R-3-F,R,G,OC,MAIN,
88218,English Basics: A Companion To Grammar & Writing,Cholij (M) & Nagaraj (G),R-3-F,R,G,OC,MAIN,
88219,The Cambridge Guide To English Usage,Pams Peters,R-5-D,R,G,OC,MAIN,
88220,Oxford Dictionary of English,Soans C & Steven Son (A),R-3-A,R,G,OC,MAIN,
88221,Oxford Dictionary of Synonyms And Antonyms,Spooner (Alan) Complied,R-3-F,R,G,OC,MAIN,
88222,A Learners Sankrit Tamil English Dictionary,Radhakrishna Sastri,R-3-F,R,G,OC,MAIN,
88223,A Learners Sanskrit - Tamil - English Dictionary,Radhakrishna Sastri (S V),R-6-D,R,G,OC,MAIN,
88330,Samskrita Deepika,Sastry K S P Pandit,R-4-C,O,G,OC,MAIN,
88331,Samskrita Deepika,Sastry K S P Pandit,R-4-C,P,G,OC,MAIN,
88598,Mayamuni's Mayamatam Volume I,Shrikrishna Jagmi,R-6-E,C8,G,OC,MAIN,
88599,Mayamuni's Mayamatam Volume II,Shrikrishna Jagmi,R-7-C,C8,G,OC,MAIN,
88600,Agama - Samvid,Kalesh Jha,R-7-C,C8,G,OC,MAIN,
88601,Vidyaranya's Contribution To Advaita,Joshi (Veneemadhara Sastri B),R-7-C,M1,G,OC,MAIN,
88602,Mathematics In History Culture Philosophy And Science,Tiwari (Sarju),R-7-C,M,G,OC,MAIN,
88603,The History of Western Philosophy In Sanskrit,Sri Ramachandralu (P),R-7-C,M,G,OC,MAIN,
88604,Encyclopeadia of Hindu Architecture,Acharya (P K),R-7-C,R,G,OC,MAIN,
88605,Vichar Sagar,Lala Sree Ram,R-7-C,C6,G,OC,MAIN,
88606,Umapati's Commentary On The Pauskasa Tantra Chapter 7: Pramana,Colas - Chauhan (Usha),R-7-C,C8,G,OC,MAIN,
88607,Sanskrit Inscriptions of Tamil Nadu: A Literary Study,Charu Madhavan,R-7-C,M,G,OC,MAIN,
88608,Methodology of Ancient Indian Sciences,Lele (W K),R-7-C,M,G,OC,MAIN,
88609,Chandragupta II Vikramaditya,Rajbali Pandey,R-7-C,M,G,OC,MAIN,
88641,Pride of India: A Glimpse Into India's Scientific Heritage,Samskrita Bharati,R-6-C,M,G,OC,MAIN,
88642,Science In Sanskrit,Samskrita Bharati,R-0-Z,M,NA,OC,MAIN,
88643,Bhasha Praveshaha Volume I,Samskrita Bharati,R-6-C,O,G,OC,MAIN,
88644,Bhasha Praveshaha Volume II,Samskrita Bharati,R-6-C,O,G,OC,MAIN,
88645,Innum Pirakkada Talaimuraikaga Suttru Suliyal Sarnda Katturai,Tiyador Baskaran (S),R-0-Z,O,NA,OC,MAIN,
88646,Innum Pirakkada Talaimuraikaga Suttru Suliyal Sarnda Katturai,Tiyador Baskaran (S),R-0-Z,O,NA,OC,MAIN,
88647,Innum Pirakkada Talaimuraikaga Suttru Suliyal Sarnda Katturai,Tiyador Baskaran (S),R-0-Z,O,NA,OC,MAIN,
89180,Sankara's Upadesa sahasri Volume I,Meye Da (Sengaku),R-6-E,C6,G,OC,MAIN,
89181,Sankara's Upadesa sahasri Volume I,Meye Da (Sengaku),R-6-E,C6,G,OC,MAIN,
89182,The Method of The Vedanta,Satchidamandantra Sarasvati (Sri Swami),R-6-C,C6,G,OC,MAIN,
89183,Encyclopeadia of Indian Philosophics Volume VI,Potter (Kasi H) And Bhattacharya (Sibajibam,R-6-C,R,G,OC,MAIN,
89184,Encyclopeadia of Indian Philosophics Volume XII; Yoga Indian's Philosophy of Meditation.,Larson (Gerald James And Bhattacharya Ram Shankar,R-6-C,R,G,OC,MAIN,
89185,Jatarupa's Commentary On The Amarakosa Part I,Pant (Mahesh Raj),R-6-E,R,G,OC,MAIN,
